number,title,front,back,text_path,preview,source
42,第四十二吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤042a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤042b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\042\原文042.txt,第四十二吉 /  / 第四十二吉 / 日文漢字 / 日文漢字 / 桂華春將到,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第042籤.htm
43,第四十三吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤043a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤043b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\043\原文043.txt,第四十三吉 /  / 第四十三吉 / 日文漢字 / 日文漢字 / 月桂將相滿,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第043籤.htm
44,第四十四吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤044a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤044b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\044\原文044.txt,第四十四吉 /  / 第四十四吉 / 日文漢字 / 日文漢字 / 盤中黑白子,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第044籤.htm
45,第四十五吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤045a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤045b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\045\原文045.txt,第四十五吉 /  / 第四十五吉 / 日文漢字 / 日文漢字 / 有意興高顯,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第045籤.htm
46,第四十六凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤046a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤046b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\046\原文046.txt,第四十六凶 /  / 第四十六凶 / 日文漢字 / 日文漢字 / 雷發震天昏,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第046籤.htm
47,第四十七吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/[異體字]__去.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤047a.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\047\原文047.txt,第四十七吉 /  / 第四十七吉 / 日文漢字 / 日文漢字 / 更望身前立,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第047籤.htm
48,第四十八小吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤048a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤048b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\048\原文048.txt,第四十八小吉 /  / 第四十八小吉 / 日文漢字 / 日文漢字 / 見祿隔前溪,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第048籤.htm
49,第四十九吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤049a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤049b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\049\原文049.txt,第四十九吉 /  / 第四十九吉 / 日文漢字 / 日文漢字 / 正好中秋月,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第049籤.htm
50,第五十吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/[異體字]__達.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤050a.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\050\原文050.txt,第五十吉 /  / 第五十吉 / 日文漢字 / 日文漢字 / 有達宜更變,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第050籤.htm
51,第五十一吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤051a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤051b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\051\原文051.txt,第五十一吉 /  / 第五十一吉 / 日文漢字 / 日文漢字 / 修進甚功辛,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第051籤.htm
52,第五十二凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/004.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤052a.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\052\原文052.txt,第五十二凶 /  / 第五十二凶 / 日文漢字 / 日文漢字 / 有僭須惹訟,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第052籤.htm
53,第五十三吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤053a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤053b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\053\原文053.txt,第五十三吉 /  / 第五十三吉 / 日文漢字 / 日文漢字 / 久困漸能安,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第053籤.htm
54,第五十四凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤054a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤054b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\054\原文054.txt,第五十四凶 /  / 第五十四凶 / 日文漢字 / 日文漢字 / 身同意不同,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第054籤.htm
55,第五十五吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤055a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤055b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\055\原文055.txt,第五十五吉 /  / 第五十五吉 / 日文漢字 / 日文漢字 / 雲散月重明,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第055籤.htm
56,第五十六末小吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤056a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤056b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\056\原文056.txt,第五十六末小吉 /  / 第五十六末小吉 / 日文漢字 / 日文漢字 / 生涯喜又憂,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第056籤.htm
57,第五十七吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤057a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤057b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\057\原文057.txt,第五十七吉 /  / 第五十七吉 / 日文漢字 / 日文漢字 / 欲渡長江闊,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第057籤.htm
58,第五十八凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤058a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤058b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\058\原文058.txt,第五十八凶 /  / 第五十八凶 / 日文漢字 / 日文漢字 / 有徑江海隔,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第058籤.htm
59,第五十九凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤059a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤059b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\059\原文059.txt,第五十九凶 /  / 第五十九凶 / 日文漢字 / 日文漢字 / 去住心無定,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第059籤.htm
60,第六十小吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤060a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤060b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\060\原文060.txt,第六十小吉 /  / 第六十小吉 / 日文漢字 / 日文漢字 / 高危安可涉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第060籤.htm
61,第六十一半吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/004.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤061a.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\061\原文061.txt,第六十一半吉 /  / 第六十一半吉 / 日文漢字 / 日文漢字 / 舊愆何日解,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第061籤.htm
62,第六十二大吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤062a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤062b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\062\原文062.txt,第六十二大吉 /  / 第六十二大吉 / 日文漢字 / 日文漢字 / 災轗時時退,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第062籤.htm
63,第六十三凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/[異體字]__疏.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤063a.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\063\原文063.txt,第六十三凶 /  / 第六十三凶 / 日文漢字 / 日文漢字 / 何故生荊棘,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第063籤.htm
64,第六十四凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤064a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤064b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\064\原文064.txt,第六十四凶 /  / 第六十四凶 / 日文漢字 / 日文漢字 / 安居且慮危,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第064籤.htm
65,第六十五末吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤065a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤065b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\065\原文065.txt,第六十五末吉 /  / 第六十五末吉 / 日文漢字 / 日文漢字 / 苦病兼防辱,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第065籤.htm
66,第六十六凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤066a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤066b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\066\原文066.txt,第六十六凶 /  / 第六十六凶 / 日文漢字 / 日文漢字 / 水滯少波濤,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第066籤.htm
67,第六十七凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤067a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤067b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\067\原文067.txt,第六十七凶 /  / 第六十七凶 / 日文漢字 / 日文漢字 / 枯木未生枝,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第067籤.htm
68,第六十八吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤068a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤068b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\068\原文068.txt,第六十八吉 /  / 第六十八吉 / 日文漢字 / 日文漢字 / 異夢生英傑,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第068籤.htm
69,第六十九凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤069a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤069b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\069\原文069.txt,第六十九凶 /  / 第六十九凶 / 日文漢字 / 日文漢字 / 明月暗雲浮,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第069籤.htm
70,第七十凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤070a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤070b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\070\原文070.txt,第七十凶 /  / 第七十凶 / 日文漢字 / 日文漢字 / 雷發庭前草,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第070籤.htm
71,第七十一凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤071a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤071b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\071\原文071.txt,第七十一凶 /  / 第七十一凶 / 做徘徊思 / 日文漢字 / 日文漢字,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第071籤.htm
72,第七十二吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤072a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤072b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\072\原文072.txt,第七十二吉 /  / 第七十二吉 / 日文漢字 / 日文漢字 / 戶內防重厄,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第072籤.htm
73,第七十三吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤073a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤073b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\073\原文073.txt,第七十三吉 /  / 第七十三吉 / 日文漢字 / 日文漢字 / 久暗漸分明,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第073籤.htm
74,第七十四凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤074a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤074b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\074\原文074.txt,第七十四凶 /  / 第七十四凶 / 日文漢字 / 日文漢字 / 蛇虎正交羅,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第074籤.htm
75,第七十五凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤075a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤075b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\075\原文075.txt,第七十五凶 /  / 第七十五凶 / 日文漢字 / 日文漢字 / 孤舟欲過岸,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第075籤.htm
76,第七十六吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤076a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤076b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\076\原文076.txt,第七十六吉 /  / 第七十六吉 / 日文漢字 / 日文漢字 / 富貴天之祐,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第076籤.htm
77,第七十七凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤077a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤077b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\077\原文077.txt,第七十七凶 /  / 第七十七凶 / 日文漢字 / 日文漢字 / 累滯未能穌,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第077籤.htm
78,第七十八大吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤078a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤078b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\078\原文078.txt,第七十八大吉 /  / 第七十八大吉 / 日文漢字 / 日文漢字 / 但存公道正,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第078籤.htm
79,第七十九吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤079a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤079b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\079\原文079.txt,第七十九吉 /  / 第七十九吉 / 日文漢字 / 日文漢字 / 殘月未還光,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第079籤.htm
80,第八十大吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤080a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤080b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\080\原文080.txt,第八十大吉 /  / 第八十大吉 / 日文漢字 / 日文漢字 / 深山多養道,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第080籤.htm
81,第八十一小吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤081a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤081b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\081\原文081.txt,第八十一小吉 /  / 第八十一小吉 / 日文漢字 / 日文漢字 / 道合須成合,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第081籤.htm
82,第八十二凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/004.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/[異體字]__船.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\082\原文082.txt,第八十二凶 /  / 第八十二凶 / 日文漢字 / 日文漢字 / 火發應連天,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第082籤.htm
83,第八十三凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤083a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤083b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\083\原文083.txt,第八十三凶 /  / 第八十三凶 / 日文漢字 / 日文漢字 / 舉步出雲端,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第083籤.htm
84,第八十四凶,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤084a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤084b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\084\原文084.txt,第八十四凶 /  / 第八十四凶 / 日文漢字 / 日文漢字 / 否極方無泰,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第084籤.htm
85,第八十五大吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤085a.jpg,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/淺草金龍山觀音寺一百籤掃描圖片/淺草金龍山觀音寺一百籤085b.jpg,C:\Users\Nicol\musiam-front\src\data\kannon100\085\原文085.txt,第八十五大吉 /  / 第八十五大吉 / 日文漢字 / 日文漢字 / 第八十五大吉,http://www.chance.org.tw/籤詩集/淺草金龍山觀音寺一百籤/籤詩網‧淺草金龍山觀音寺一百籤__第085籤.htm
